District,Crop,Price Date,Crop Price (Rs per quintal)
Perambalur,Maize,Feb-23,1950
Perambalur,Maize,Mar-23,1795
Perambalur,Maize,Mar-23,1800
Perambalur,Red Gram,Feb-01,4555
Perambalur,Red Gram,Mar-01,4655
Perambalur,Red Gram,Mar-01,4670
Perambalur,Red Gram,Jan-03,4565
Perambalur,Red Gram,Apr-03,4660
Perambalur,Red Gram,Feb-04,4575
Perambalur,Red Gram,May-04,4550
Perambalur,Red Gram,Apr-05,4690
Perambalur,Red Gram,Mar-06,4635
Perambalur,Red Gram,Jan-07,4715
Perambalur,Red Gram,Mar-07,4705
Perambalur,Red Gram,Jan-08,4545
Perambalur,Red Gram,Mar-08,4710
Perambalur,Red Gram,Mar-08,4625
Perambalur,Red Gram,Jan-09,4595
Perambalur,Red Gram,Feb-09,4525
Perambalur,Red Gram,Mar-09,4550
Perambalur,Red Gram,Feb-10,4580
Perambalur,Red Gram,Mar-11,4540
Perambalur,Red Gram,Feb-12,4590
Perambalur,Red Gram,Feb-13,4720
Perambalur,Red Gram,Mar-13,4715
Perambalur,Red Gram,Jun-13,4595
Perambalur,Red Gram,Mar-14,4630
Perambalur,Red Gram,Mar-15,4560
Perambalur,Red Gram,Mar-15,4550
Perambalur,Red Gram,Feb-16,4615
Perambalur,Red Gram,Feb-16,4640
Perambalur,Red Gram,Feb-16,4695
Perambalur,Red Gram,Feb-16,4575
Perambalur,Red Gram,Mar-16,4605
Perambalur,Red Gram,Mar-16,4695
Perambalur,Red Gram,Mar-16,4565
Perambalur,Red Gram,May-16,4525
Perambalur,Red Gram,Oct-16,4580
Perambalur,Red Gram,Jan-17,4550
Perambalur,Red Gram,Jan-17,4650
Perambalur,Red Gram,Feb-17,4525
Perambalur,Red Gram,Feb-17,4680
Perambalur,Red Gram,Feb-17,4665
Perambalur,Red Gram,Feb-17,4540
Perambalur,Red Gram,Mar-17,4715
Perambalur,Red Gram,Mar-17,4715
Perambalur,Red Gram,Mar-17,4530
Perambalur,Red Gram,Mar-17,4580
Perambalur,Red Gram,Mar-17,4525
Perambalur,Red Gram,Mar-17,4635
Perambalur,Red Gram,Mar-17,4655
Perambalur,Red Gram,Apr-17,4560
Perambalur,Red Gram,Apr-17,4530
Perambalur,Red Gram,Apr-17,4550
Perambalur,Red Gram,Apr-17,4650
Perambalur,Red Gram,May-17,4680
Perambalur,Red Gram,Aug-17,4605
Perambalur,Red Gram,Oct-17,4535
Perambalur,Red Gram,Jan-18,4645
Perambalur,Red Gram,Feb-18,4545
Perambalur,Red Gram,Feb-18,4650
Perambalur,Red Gram,Mar-18,4650
Perambalur,Red Gram,Mar-18,4560
Perambalur,Red Gram,Apr-18,4610
Perambalur,Red Gram,Jun-18,4565
Perambalur,Red Gram,Jan-19,4650
Perambalur,Red Gram,Jan-19,4630
Perambalur,Red Gram,Jan-19,4585
Perambalur,Red Gram,Feb-19,4685
Perambalur,Red Gram,Mar-19,4610
Perambalur,Red Gram,Jun-19,4550
Perambalur,Red Gram,Aug-19,4585
Perambalur,Red Gram,Feb-20,4655
Perambalur,Red Gram,Aug-20,4530
Perambalur,Red Gram,Sep-20,4710
Perambalur,Red Gram,Jan-21,4575
Perambalur,Red Gram,Mar-21,4615
Perambalur,Red Gram,Apr-21,4575
Perambalur,Red Gram,Jun-21,4610
Perambalur,Red Gram,Jul-21,4665
Perambalur,Red Gram,Aug-21,4535
Perambalur,Red Gram,Sep-21,4590
Perambalur,Red Gram,Oct-21,4630
Perambalur,Red Gram,Oct-21,4560
Perambalur,Red Gram,Nov-21,4525
Perambalur,Red Gram,Dec-21,4575
Perambalur,Red Gram,Dec-21,4685
Perambalur,Red Gram,Jan-22,4625
Perambalur,Red Gram,Feb-22,4570
Perambalur,Red Gram,Mar-22,4555
Perambalur,Red Gram,Apr-22,4615
Perambalur,Red Gram,Apr-22,4550
Perambalur,Red Gram,May-22,4695
Perambalur,Red Gram,May-22,4680
Perambalur,Red Gram,Jun-22,4655
Perambalur,Red Gram,Jul-22,4665
Perambalur,Red Gram,Aug-22,4720
Perambalur,Red Gram,Aug-22,4640
Perambalur,Red Gram,Sep-22,4565
Perambalur,Red Gram,Sep-22,4575
Perambalur,Red Gram,Oct-22,4640
Perambalur,Red Gram,Oct-22,4530
Perambalur,Red Gram,Nov-22,4695
Perambalur,Red Gram,Dec-22,4650
Perambalur,Red Gram,Dec-22,4630
Perambalur,Red Gram,Jan-23,4695
Perambalur,Red Gram,Jan-23,4715
Perambalur,Red Gram,Feb-23,4565
Perambalur,Red Gram,Mar-23,4530
Perambalur,Red Gram,Mar-23,4540
Perambalur,Rice,Apr-10,1445
Perambalur,Rice,Sep-10,1425
Perambalur,Rice,Apr-11,1395
Perambalur,Rice,Jul-11,1395
Perambalur,Rice,Jun-12,1320
Perambalur,Rice,Oct-12,1345
Perambalur,Rice,Dec-12,1450
Perambalur,Rice,Dec-12,1395
Perambalur,Rice,Mar-13,1430
Perambalur,Rice,Jul-13,1460
Perambalur,Rice,Aug-13,1285
Perambalur,Rice,Nov-13,1335
Perambalur,Rice,Feb-14,1355
Perambalur,Rice,Mar-14,1295
Perambalur,Rice,Dec-14,1460
Perambalur,Rice,Feb-15,1465
Perambalur,Rice,May-15,1385
Perambalur,Rice,May-15,1360
Perambalur,Rice,Feb-16,1390
Perambalur,Rice,Oct-16,1385
Perambalur,Rice,Jan-17,1380
Perambalur,Rice,Feb-17,1455
Perambalur,Rice,Mar-17,1305
Perambalur,Rice,Mar-17,1370
Perambalur,Rice,Apr-17,1400
Perambalur,Rice,Apr-17,1285
Perambalur,Rice,Apr-17,1435
Perambalur,Rice,May-17,1450
Perambalur,Rice,Jun-17,1380
Perambalur,Rice,Jul-17,1320
Perambalur,Rice,Jul-17,1300
Perambalur,Rice,Aug-17,1295
Perambalur,Rice,Aug-17,1405
Perambalur,Rice,Sep-17,1400
Perambalur,Rice,Oct-17,1380
Perambalur,Rice,Oct-17,1335
Perambalur,Rice,Oct-17,1475
Perambalur,Rice,Nov-17,1395
Perambalur,Rice,Nov-17,1410
Perambalur,Rice,Dec-17,1365
Perambalur,Rice,Dec-17,1325
Perambalur,Rice,Jan-18,1290
Perambalur,Rice,Jan-18,1470
Perambalur,Rice,Jan-18,1420
Perambalur,Rice,Feb-18,1425
Perambalur,Rice,Feb-18,1315
Perambalur,Rice,Feb-18,1355
Perambalur,Rice,Mar-18,1410
Perambalur,Rice,Mar-18,1385
Perambalur,Rice,Mar-18,1430
Perambalur,Rice,Apr-18,1445
Perambalur,Rice,Apr-18,1445
Perambalur,Rice,May-18,1290
Perambalur,Rice,May-18,1380
Perambalur,Rice,Jun-18,1475
Perambalur,Rice,Jul-18,1370
Perambalur,Rice,Jul-18,1310
Perambalur,Rice,Jul-18,1430
Perambalur,Rice,Aug-18,1400
Perambalur,Rice,Sep-18,1470
Perambalur,Rice,Oct-18,1425
Perambalur,Rice,Oct-18,1375
Perambalur,Rice,Nov-18,1395
Perambalur,Rice,Dec-18,1425
Perambalur,Rice,Dec-18,1300
Perambalur,Rice,Jan-19,1285
Perambalur,Rice,Jan-19,1445
Perambalur,Rice,Jan-19,1335
Perambalur,Rice,Feb-19,1300
Perambalur,Rice,Feb-19,1430
Perambalur,Rice,Feb-19,1395
Perambalur,Rice,Feb-19,1445
Perambalur,Rice,Mar-19,1305
Perambalur,Rice,Apr-19,1375
Perambalur,Rice,Apr-19,1330
Perambalur,Rice,May-19,1350
Perambalur,Rice,May-19,1380
Perambalur,Rice,Jun-19,1465
Perambalur,Rice,Jun-19,1335
Perambalur,Rice,Jul-19,1330
Perambalur,Rice,Jul-19,1395
Perambalur,Rice,Jul-19,1285
Perambalur,Rice,Aug-19,1445
Perambalur,Rice,Sep-19,1370
Perambalur,Rice,Sep-19,1435
Perambalur,Rice,Sep-19,1365
Perambalur,Rice,Oct-19,1470
Perambalur,Rice,Oct-19,1295
Perambalur,Rice,Nov-19,1390
Perambalur,Rice,Nov-19,1280
Perambalur,Rice,Dec-19,1310
Perambalur,Rice,Dec-19,1310
Perambalur,Rice,Feb-20,1385
Perambalur,Rice,Feb-20,1425
Perambalur,Rice,Jun-20,1475
Perambalur,Rice,Aug-20,1310
Perambalur,Rice,Nov-20,1385
Perambalur,Rice,Jan-21,1410
Perambalur,Rice,Jan-21,1370
Perambalur,Rice,Mar-21,1350
Perambalur,Rice,May-21,1440
Perambalur,Rice,Aug-21,1345
Perambalur,Rice,Nov-21,1370
Perambalur,Rice,Apr-22,1290
Perambalur,Rice,Aug-22,1430
,,,
,,,
Pudukkottai,Banana,Jan-15,1780
Pudukkottai,Banana,Feb-15,1875
Pudukkottai,Banana,Mar-15,1750
Pudukkottai,Banana,Mar-15,1825
Pudukkottai,Banana,Apr-15,1725
Pudukkottai,Banana,May-15,1815
Pudukkottai,Banana,Jun-15,1860
Pudukkottai,Banana,Jul-15,1800
Pudukkottai,Banana,Jul-15,1815
Pudukkottai,Banana,Aug-15,1855
Pudukkottai,Banana,Sep-15,1910
Pudukkottai,Banana,Oct-15,1895
Pudukkottai,Banana,Nov-15,1860
Pudukkottai,Banana,Dec-15,1755
Pudukkottai,Banana,Dec-15,1915
Pudukkottai,Banana,Jan-16,1800
Pudukkottai,Banana,Feb-16,1860
Pudukkottai,Banana,Mar-16,1875
Pudukkottai,Banana,Apr-16,1725
Pudukkottai,Banana,May-16,1860
Pudukkottai,Banana,Jun-16,1775
Pudukkottai,Banana,Jun-16,1785
Pudukkottai,Banana,Jul-16,1730
Pudukkottai,Banana,Aug-16,1725
Pudukkottai,Banana,Sep-16,1910
Pudukkottai,Banana,Oct-16,1830
Pudukkottai,Banana,Nov-16,1785
Pudukkottai,Banana,Dec-16,1755
Pudukkottai,Banana,Dec-16,1760
Pudukkottai,Banana,Jan-17,1825
Pudukkottai,Banana,Feb-17,1740
Pudukkottai,Banana,Mar-17,1895
Pudukkottai,Banana,Apr-17,1890
Pudukkottai,Banana,May-17,1780
Pudukkottai,Banana,May-17,1765
Pudukkottai,Banana,Jun-17,1740
Pudukkottai,Banana,Jul-17,1805
Pudukkottai,Banana,Aug-17,1795
Pudukkottai,Banana,Sep-17,1715
Pudukkottai,Banana,Sep-17,1865
Pudukkottai,Banana,Oct-17,1820
Pudukkottai,Banana,Nov-17,1720
Pudukkottai,Banana,Dec-17,1735
Pudukkottai,Banana,Jan-18,1730
Pudukkottai,Banana,Feb-18,1715
Pudukkottai,Banana,Feb-18,1910
Pudukkottai,Banana,Mar-18,1815
Pudukkottai,Banana,Apr-18,1820
Pudukkottai,Banana,May-18,1895
Pudukkottai,Banana,Jun-18,1800
Pudukkottai,Banana,Jul-18,1775
Pudukkottai,Banana,Aug-18,1835
Pudukkottai,Banana,Aug-18,1840
Pudukkottai,Banana,Sep-18,1800
Pudukkottai,Banana,Oct-18,1810
Pudukkottai,Banana,Nov-18,1905
Pudukkottai,Banana,Jan-19,1895
Pudukkottai,Banana,Feb-19,1905
Pudukkottai,Banana,Mar-19,1745
Pudukkottai,Banana,Apr-19,1860
Pudukkottai,Banana,May-19,1780
Pudukkottai,Banana,Jun-19,1805
Pudukkottai,Banana,Aug-19,1745
Pudukkottai,Banana,Sep-19,1790
Pudukkottai,Banana,Nov-19,1790
Pudukkottai,Banana,Dec-19,1850
Pudukkottai,Banana,Jan-20,1885
Pudukkottai,Banana,Feb-20,1750
Pudukkottai,Banana,Apr-20,1750
Pudukkottai,Banana,May-20,1760
Pudukkottai,Banana,Jun-20,1870
Pudukkottai,Banana,Jul-20,1910
Pudukkottai,Banana,Aug-20,1735
Pudukkottai,Banana,Sep-20,1720
Pudukkottai,Banana,Oct-20,1860
Pudukkottai,Banana,Nov-20,1875
Pudukkottai,Banana,Dec-20,1855
Pudukkottai,Banana,Jan-21,1865
Pudukkottai,Banana,Feb-21,1800
Pudukkottai,Banana,Feb-21,1855
Pudukkottai,Banana,Mar-21,1870
Pudukkottai,Banana,Apr-21,1745
Pudukkottai,Banana,May-21,1750
Pudukkottai,Banana,Jun-21,1800
Pudukkottai,Banana,Jul-21,1800
Pudukkottai,Banana,Aug-21,1910
Pudukkottai,Banana,Sep-21,1885
Pudukkottai,Banana,Sep-21,1900
Pudukkottai,Banana,Nov-21,1820
Pudukkottai,Banana,Dec-21,1830
Pudukkottai,Banana,Feb-22,1820
Pudukkottai,Banana,Mar-22,1875
Pudukkottai,Banana,Apr-22,1915
Pudukkottai,Banana,Apr-22,1900
Pudukkottai,Banana,May-22,1860
Pudukkottai,Banana,Jun-22,1760
Pudukkottai,Banana,Jul-22,1885
Pudukkottai,Banana,Aug-22,1800
Pudukkottai,Banana,Aug-22,1870
Pudukkottai,Banana,Sep-22,1855
Pudukkottai,Banana,Oct-22,1855
Pudukkottai,Banana,Nov-22,1775
Pudukkottai,Banana,Dec-22,1870
Pudukkottai,Banana,Dec-22,1765
Pudukkottai,Banana,Jan-23,1840
Pudukkottai,Banana,Feb-23,1910
Pudukkottai,Banana,Mar-23,1850
Pudukkottai,Bengal Gram,Feb-15,5345
Pudukkottai,Bengal Gram,Feb-15,5470
Pudukkottai,Bengal Gram,Feb-15,5385
Pudukkottai,Bengal Gram,Mar-15,5430
Pudukkottai,Bengal Gram,Mar-15,5525
Pudukkottai,Bengal Gram,Mar-15,5345
Pudukkottai,Bengal Gram,Mar-15,5480
Pudukkottai,Bengal Gram,Apr-15,5515
Pudukkottai,Bengal Gram,May-15,5405
Pudukkottai,Bengal Gram,May-15,5455
Pudukkottai,Bengal Gram,May-15,5400
Pudukkottai,Bengal Gram,May-15,5415
Pudukkottai,Bengal Gram,Jun-15,5535
Pudukkottai,Bengal Gram,Jun-15,5365
Pudukkottai,Bengal Gram,Jun-15,5345
Pudukkottai,Bengal Gram,Jun-15,5375
Pudukkottai,Bengal Gram,Jun-15,5445
Pudukkottai,Bengal Gram,Jun-15,5505
Pudukkottai,Bengal Gram,Jul-15,5400
Pudukkottai,Bengal Gram,Jul-15,5345
Pudukkottai,Bengal Gram,Jul-15,5515
Pudukkottai,Bengal Gram,Jul-15,5365
Pudukkottai,Bengal Gram,Jul-15,5470
Pudukkottai,Bengal Gram,Aug-15,5415
Pudukkottai,Bengal Gram,Aug-15,5420
Pudukkottai,Bengal Gram,Aug-15,5480
Pudukkottai,Bengal Gram,Sep-15,5460
Pudukkottai,Bengal Gram,Sep-15,5405
Pudukkottai,Bengal Gram,Sep-15,5415
Pudukkottai,Bengal Gram,Sep-15,5470
Pudukkottai,Bengal Gram,Sep-15,5535
Pudukkottai,Bengal Gram,Sep-15,5445
Pudukkottai,Bengal Gram,Oct-15,5490
Pudukkottai,Bengal Gram,Oct-15,5345
Pudukkottai,Bengal Gram,Oct-15,5440
Pudukkottai,Bengal Gram,Oct-15,5495
Pudukkottai,Bengal Gram,Oct-15,5515
Pudukkottai,Bengal Gram,Oct-15,5415
Pudukkottai,Bengal Gram,Nov-15,5425
Pudukkottai,Bengal Gram,Nov-15,5485
Pudukkottai,Bengal Gram,Nov-15,5395
Pudukkottai,Bengal Gram,Nov-15,5455
Pudukkottai,Bengal Gram,Nov-15,5410
Pudukkottai,Bengal Gram,Nov-15,5455
Pudukkottai,Bengal Gram,Dec-15,5525
Pudukkottai,Bengal Gram,Dec-15,5535
Pudukkottai,Bengal Gram,Dec-15,5365
Pudukkottai,Bengal Gram,Dec-15,5390
Pudukkottai,Bengal Gram,Dec-15,5475
Pudukkottai,Bengal Gram,Dec-15,5465
Pudukkottai,Bengal Gram,Dec-15,5385
Pudukkottai,Bengal Gram,Jan-16,5410
Pudukkottai,Bengal Gram,Jan-16,5505
Pudukkottai,Bengal Gram,Jan-16,5380
Pudukkottai,Bengal Gram,Feb-16,5445
Pudukkottai,Bengal Gram,Feb-16,5410
Pudukkottai,Bengal Gram,Feb-16,5425
Pudukkottai,Bengal Gram,Feb-16,5390
Pudukkottai,Bengal Gram,Mar-16,5485
Pudukkottai,Bengal Gram,Mar-16,5520
Pudukkottai,Bengal Gram,Mar-16,5370
Pudukkottai,Bengal Gram,Mar-16,5435
Pudukkottai,Bengal Gram,Mar-16,5490
Pudukkottai,Bengal Gram,Mar-16,5415
Pudukkottai,Bengal Gram,Apr-16,5380
Pudukkottai,Bengal Gram,Apr-16,5430
Pudukkottai,Bengal Gram,Apr-16,5455
Pudukkottai,Bengal Gram,Apr-16,5405
Pudukkottai,Bengal Gram,Apr-16,5470
Pudukkottai,Bengal Gram,May-16,5490
Pudukkottai,Bengal Gram,May-16,5525
Pudukkottai,Bengal Gram,May-16,5445
Pudukkottai,Bengal Gram,May-16,5505
Pudukkottai,Bengal Gram,May-16,5515
Pudukkottai,Bengal Gram,May-16,5535
Pudukkottai,Bengal Gram,Jun-16,5390
Pudukkottai,Bengal Gram,Jun-16,5530
Pudukkottai,Bengal Gram,Jun-16,5445
Pudukkottai,Bengal Gram,Jun-16,5510
Pudukkottai,Bengal Gram,Jun-16,5470
Pudukkottai,Bengal Gram,Jun-16,5380
Pudukkottai,Bengal Gram,Jul-16,5540
Pudukkottai,Bengal Gram,Jul-16,5360
Pudukkottai,Bengal Gram,Jul-16,5370
Pudukkottai,Bengal Gram,Jul-16,5345
Pudukkottai,Bengal Gram,Aug-16,5435
Pudukkottai,Bengal Gram,Aug-16,5395
Pudukkottai,Bengal Gram,Sep-16,5385
Pudukkottai,Bengal Gram,Sep-16,5355
Pudukkottai,Bengal Gram,Oct-16,5385
Pudukkottai,Bengal Gram,Oct-16,5460
Pudukkottai,Bengal Gram,Oct-16,5440
Pudukkottai,Bengal Gram,Oct-16,5525
Pudukkottai,Bengal Gram,Nov-16,5515
Pudukkottai,Bengal Gram,Nov-16,5530
Pudukkottai,Bengal Gram,Nov-16,5485
Pudukkottai,Bengal Gram,Dec-16,5385
Pudukkottai,Bengal Gram,Feb-18,5405
Pudukkottai,Bengal Gram,Feb-18,5505
Pudukkottai,Bengal Gram,Feb-18,5355
Pudukkottai,Bengal Gram,Mar-18,5485
Pudukkottai,Bengal Gram,Mar-18,5510
Pudukkottai,Bengal Gram,Apr-18,5350
Pudukkottai,Bengal Gram,Apr-18,5420
Pudukkottai,Bengal Gram,Apr-18,5345
Pudukkottai,Bengal Gram,Apr-18,5455
Pudukkottai,Bengal Gram,May-18,5450
Pudukkottai,Bengal Gram,May-18,5440
Pudukkottai,Bengal Gram,May-18,5480
Pudukkottai,Bengal Gram,Jan-19,5465
Pudukkottai,Bengal Gram,Aug-21,5460
Pudukkottai,Black Gram,Jan-20,6135
Pudukkottai,Black Gram,Jan-20,6000
Pudukkottai,Black Gram,Jan-20,6080
Pudukkottai,Black Gram,Feb-20,6045
Pudukkottai,Black Gram,Feb-20,6065
Pudukkottai,Black Gram,Feb-20,5960
Pudukkottai,Black Gram,Mar-20,6080
Pudukkottai,Black Gram,Mar-20,6050
Pudukkottai,Black Gram,Mar-20,5955
Pudukkottai,Black Gram,Apr-20,5970
Pudukkottai,Black Gram,Apr-20,6010
Pudukkottai,Black Gram,May-20,6090
Pudukkottai,Black Gram,May-20,6130
Pudukkottai,Black Gram,May-20,6055
Pudukkottai,Black Gram,Jun-20,6105
Pudukkottai,Black Gram,Jun-20,5990
Pudukkottai,Black Gram,Jun-20,6095
Pudukkottai,Black Gram,Jul-20,6015
Pudukkottai,Black Gram,Jul-20,5965
Pudukkottai,Black Gram,Jul-20,5965
Pudukkottai,Black Gram,Aug-20,6060
Pudukkottai,Black Gram,Aug-20,6105
Pudukkottai,Black Gram,Aug-20,5995
Pudukkottai,Black Gram,Sep-20,5990
Pudukkottai,Black Gram,Sep-20,5985
Pudukkottai,Black Gram,Sep-20,6080
Pudukkottai,Black Gram,Oct-20,6035
Pudukkottai,Black Gram,Oct-20,5960
Pudukkottai,Black Gram,Nov-20,6140
Pudukkottai,Black Gram,Nov-20,6150
Pudukkottai,Black Gram,Nov-20,5965
Pudukkottai,Black Gram,Dec-20,5985
Pudukkottai,Black Gram,Dec-20,5965
Pudukkottai,Black Gram,Dec-20,6135
Pudukkottai,Black Gram,Jan-21,6085
Pudukkottai,Black Gram,Jan-21,6095
Pudukkottai,Black Gram,Feb-21,5975
Pudukkottai,Black Gram,Feb-21,6050
Pudukkottai,Black Gram,Feb-21,5975
Pudukkottai,Black Gram,Mar-21,6060
Pudukkottai,Black Gram,Mar-21,6040
Pudukkottai,Black Gram,Mar-21,5995
Pudukkottai,Black Gram,Apr-21,6125
Pudukkottai,Black Gram,Apr-21,6125
Pudukkottai,Black Gram,May-21,6050
Pudukkottai,Black Gram,May-21,5965
Pudukkottai,Black Gram,May-21,6055
Pudukkottai,Black Gram,Jun-21,5975
Pudukkottai,Black Gram,Jun-21,5965
Pudukkottai,Black Gram,,6070
Pudukkottai,Black Gram,,6000
Pudukkottai,Black Gram,,6090
Pudukkottai,Black Gram,,6145
Pudukkottai,Black Gram,,6095
Pudukkottai,Black Gram,,6045
Pudukkottai,Black Gram,,5955
Pudukkottai,Black Gram,,5995
Pudukkottai,Black Gram,,6040
Pudukkottai,Black Gram,,5965
Pudukkottai,Black Gram,,6095
Pudukkottai,Black Gram,,6000
Pudukkottai,Black Gram,,6115
Pudukkottai,Black Gram,,6145
Pudukkottai,Black Gram,,6040
Pudukkottai,Black Gram,,5975
Pudukkottai,Black Gram,,6020
Pudukkottai,Black Gram,,5965
Pudukkottai,Black Gram,,6115
Pudukkottai,Black Gram,,6050
Pudukkottai,Black Gram,,6060
Pudukkottai,Black Gram,,6090
Pudukkottai,Black Gram,,6085
Pudukkottai,Black Gram,,5995
Pudukkottai,Black Gram,,6035
Pudukkottai,Black Gram,,5975
Pudukkottai,Black Gram,,5965
Pudukkottai,Black Gram,,5970
Pudukkottai,Black Gram,,6080
Pudukkottai,Black Gram,,6070
Pudukkottai,Black Gram,,6095
Pudukkottai,Black Gram,,6150
Pudukkottai,Black Gram,,6085
Pudukkottai,Black Gram,,5960
Pudukkottai,Black Gram,,6095
Pudukkottai,Black Gram,,5990
Pudukkottai,Black Gram,,6050
Pudukkottai,Black Gram,,6055
Pudukkottai,Black Gram,,6005
Pudukkottai,Black Gram,,6030
Pudukkottai,Black Gram,,5970
Pudukkottai,Black Gram,,6010
Pudukkottai,Black Gram,,5955
Pudukkottai,Black Gram,,6150
Pudukkottai,Black Gram,,6080
Pudukkottai,Black Gram,,6140
Pudukkottai,Black Gram,,5995
Pudukkottai,Black Gram,,5960
Pudukkottai,Black Gram,,6000
Pudukkottai,Black Gram,,5980
Pudukkottai,Black Gram,,5960
Pudukkottai,Black Gram,,6115
Pudukkottai,Black Gram,,6095
Pudukkottai,Black Gram,,5965
Pudukkottai,Black Gram,,6050
Pudukkottai,Black Gram,,6075
Pudukkottai,Black Gram,,6035
Pudukkottai,Black Gram,,6060
Pudukkottai,Coconut,Jan-19,2455
Pudukkottai,Coconut,Jan-19,2485
Pudukkottai,Coconut,Feb-19,2505
Pudukkottai,Coconut,Feb-19,2575
Pudukkottai,Coconut,Mar-19,2595
Pudukkottai,Coconut,Mar-19,2595
Pudukkottai,Coconut,Apr-19,2600
Pudukkottai,Coconut,Apr-19,2480
Pudukkottai,Coconut,May-19,2540
Pudukkottai,Coconut,May-19,2575
Pudukkottai,Coconut,Jun-19,2445
Pudukkottai,Coconut,Jun-19,2550
Pudukkottai,Coconut,Jul-19,2625
Pudukkottai,Coconut,Jul-19,2580
Pudukkottai,Coconut,Aug-19,2580
Pudukkottai,Coconut,Aug-19,2540
Pudukkottai,Coconut,Sep-19,2600
Pudukkottai,Coconut,Sep-19,2460
Pudukkottai,Coconut,Oct-19,2460
Pudukkottai,Coconut,Oct-19,2545
Pudukkottai,Coconut,Nov-19,2480
Pudukkottai,Coconut,Nov-19,2480
Pudukkottai,Coconut,Dec-19,2430
Pudukkottai,Coconut,Dec-19,2440
Pudukkottai,Coconut,Jan-20,2480
Pudukkottai,Coconut,Jan-20,2625
Pudukkottai,Coconut,Feb-20,2475
Pudukkottai,Coconut,Feb-20,2600
Pudukkottai,Coconut,Mar-20,2620
Pudukkottai,Coconut,Mar-20,2610
Pudukkottai,Coconut,Apr-20,2535
Pudukkottai,Coconut,Apr-20,2560
Pudukkottai,Coconut,May-20,2445
Pudukkottai,Coconut,Jun-20,2490
Pudukkottai,Coconut,Jun-20,2535
Pudukkottai,Coconut,Jul-20,2520
Pudukkottai,Coconut,Jul-20,2525
Pudukkottai,Coconut,Aug-20,2445
Pudukkottai,Coconut,Aug-20,2425
Pudukkottai,Coconut,Sep-20,2600
Pudukkottai,Coconut,Sep-20,2585
Pudukkottai,Coconut,Oct-20,2595
Pudukkottai,Coconut,Oct-20,2540
Pudukkottai,Coconut,Nov-20,2600
Pudukkottai,Coconut,Nov-20,2500
Pudukkottai,Coconut,Dec-20,2470
Pudukkottai,Coconut,Dec-20,2490
Pudukkottai,Coconut,Jan-21,2550
Pudukkottai,Coconut,Jan-21,2500
Pudukkottai,Coconut,Feb-21,2495
Pudukkottai,Coconut,Feb-21,2485
Pudukkottai,Coconut,Mar-21,2505
Pudukkottai,Coconut,Mar-21,2450
Pudukkottai,Coconut,Apr-21,2440
Pudukkottai,Coconut,Apr-21,2425
Pudukkottai,Coconut,May-21,2425
Pudukkottai,Coconut,May-21,2500
Pudukkottai,Coconut,Jun-21,2500
Pudukkottai,Coconut,Jun-21,2575
Pudukkottai,Coconut,Jul-21,2490
Pudukkottai,Coconut,Jul-21,2470
Pudukkottai,Coconut,Aug-21,2580
Pudukkottai,Coconut,Aug-21,2570
Pudukkottai,Coconut,Sep-21,2515
Pudukkottai,Coconut,Sep-21,2435
Pudukkottai,Coconut,Oct-21,2480
Pudukkottai,Coconut,Oct-21,2505
Pudukkottai,Coconut,Nov-21,2570
Pudukkottai,Coconut,Nov-21,2530
Pudukkottai,Coconut,Dec-21,2565
Pudukkottai,Coconut,Dec-21,2445
Pudukkottai,Coconut,Jan-22,2495
Pudukkottai,Coconut,Jan-22,2505
Pudukkottai,Coconut,Feb-22,2515
Pudukkottai,Coconut,Feb-22,2615
Pudukkottai,Coconut,Mar-22,2450
Pudukkottai,Coconut,Mar-22,2520
Pudukkottai,Coconut,Apr-22,2550
Pudukkottai,Coconut,Apr-22,2545
Pudukkottai,Coconut,May-22,2515
Pudukkottai,Coconut,Jun-22,2605
Pudukkottai,Coconut,Jun-22,2540
Pudukkottai,Coconut,Jul-22,2580
Pudukkottai,Coconut,Jul-22,2430
Pudukkottai,Coconut,Aug-22,2540
Pudukkottai,Coconut,Aug-22,2460
Pudukkottai,Coconut,Sep-22,2600
Pudukkottai,Coconut,Sep-22,2555
Pudukkottai,Coconut,Oct-22,2475
Pudukkottai,Coconut,Oct-22,2500
Pudukkottai,Coconut,Nov-22,2490
Pudukkottai,Coconut,Nov-22,2610
Pudukkottai,Coconut,Dec-22,2540
Pudukkottai,Coconut,Dec-22,2500
Pudukkottai,Coconut,Jan-23,2485
Pudukkottai,Coconut,Jan-23,2610
Pudukkottai,Coconut,Feb-23,2610
Pudukkottai,Coconut,Feb-23,2595
Pudukkottai,Coconut,Mar-23,2430
Pudukkottai,Coconut,Mar-23,2440
Pudukkottai,Green Gram,Jan-18,5390
Pudukkottai,Green Gram,Jan-18,5450
Pudukkottai,Green Gram,Jan-18,5335
Pudukkottai,Green Gram,Feb-18,5500
Pudukkottai,Green Gram,Feb-18,5310
Pudukkottai,Green Gram,Feb-18,5340
Pudukkottai,Green Gram,Mar-18,5350
Pudukkottai,Green Gram,Mar-18,5450
Pudukkottai,Green Gram,Mar-18,5475
Pudukkottai,Green Gram,Apr-18,5315
Pudukkottai,Green Gram,Apr-18,5425
Pudukkottai,Green Gram,Apr-18,5365
Pudukkottai,Green Gram,May-18,5355
Pudukkottai,Green Gram,May-18,5470
Pudukkottai,Green Gram,Jun-18,5485
Pudukkottai,Green Gram,Jun-18,5385
